User,Time,File,TrackErr,Correct,Answer,ScoreErr,Annoy,Difficulty,FreezeLen,MSE_0,MSE_1,MSE_2,MSE_3,Rot_0,Rot_1,Trans_0,Trans_1,Task,Index,Type,,,,,,,,,,464,,
23,2022-3-17-14:12:31,../QOE/FreezeTest/FreezeType_Normal/64A.txt,0,1,1,0,3,3,64,0.028612,0.029242,0.090577,0.020478,0.009049,0.006111,0.001515,0.001952,1,10,Normal,,,,,,,,,,,,
23,2022-3-17-14:12:54,../QOE/FreezeTest/FreezeType_Normal/32A.txt,0,1,1,0,2,3,32,0.03774,0.040318,0.08264,0.039173,0.016166,0.015568,0.001999,0.002356,1,11,Normal,,,,,,,,,,,,
23,2022-3-17-14:13:12,../QOE/FreezeTest/FreezeType_Normal/04A.txt,0,1,1,0,3,3,4,0.058486,0.059914,0.066728,0.053491,0.061604,0.052202,0.004752,0.003707,1,12,Normal,,,,,,,,,,,,
23,2022-3-17-14:13:32,../QOE/FreezeTest/FreezeType_Normal/01A.txt,0,2,2,0,3,3,1,0.012045,0.012778,0.028743,0.016001,0.004514,0.005189,0.00077,0.000967,1,13,Normal,,,,,,,,,,,,
23,2022-3-17-14:13:53,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,2,2,0,3,3,1,0.01032,0,0.011781,0.011675,0.005081,0.005081,0.001328,0.001328,1,14,Reprojection,,,,,,,,,,,,
23,2022-3-17-14:14:46,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,1,15,Normal,,,,,,,,,,,,
23,2022-3-17-14:15:17,../QOE/FreezeTest/FreezeType_Reprojection/64B.txt,0,1,1,0,2,3,64,0.055149,0,0.055859,0.076518,0.032461,0.032461,0.000981,0.000981,1,16,Reprojection,,,,,,,,,,,,
24,2022-3-17-14:24:47,../QOE/FreezeTest/FreezeType_Reprojection/08B.txt,0,1,1,0,5,5,8,0.050049,0,0.053131,0.074057,0.020494,0.020494,0.001837,0.001837,1,1,Reprojection,,,,,,,,,,,,
24,2022-3-17-14:25:18,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,1,1,0,5,5,1,0.026418,0,0.028557,0.02909,0.006668,0.006668,0.000799,0.000799,1,2,Reprojection,,,,,,,,,,,,
24,2022-3-17-14:25:51,../QOE/FreezeTest/FreezeType_Reprojection/04B.txt,0,0,0,0,4,5,4,0.051878,0,0.052731,0.063052,0.021123,0.021123,0.001583,0.001583,1,3,Reprojection,,,,,,,,,,,,
24,2022-3-17-14:26:21,../QOE/FreezeTest/FreezeType_Normal/01A.txt,0,3,3,0,5,5,1,0.032432,0.029331,0.045844,0.027471,0.010856,0.010364,0.002241,0.002248,1,4,Normal,,,,,,,,,,,,
24,2022-3-17-14:26:50,../QOE/FreezeTest/FreezeType_Normal/04B.txt,0,4,4,0,5,5,4,0.024223,0.024115,0.022924,0.022371,0.034066,0.034752,0.000527,0.000656,1,5,Normal,,,,,,,,,,,,
24,2022-3-17-14:27:23,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,2,2,0,5,5,0,0,0,0,0,0,0,0,0,1,6,Reprojection,,,,,,,,,,,,
24,2022-3-17-14:27:45,../QOE/FreezeTest/FreezeType_Reprojection/16B.txt,0,2,2,0,4,5,16,0.012622,0,0.017403,0.05334,0.007298,0.007298,0.000559,0.000559,1,7,Reprojection,,,,,,,,,,,,
24,2022-3-17-14:28:6,../QOE/FreezeTest/FreezeType_Normal/08B.txt,0,1,1,0,4,5,8,0.057487,0.057237,0.075488,0.050484,0.032445,0.027591,0.002912,0.002512,1,8,Normal,,,,,,,,,,,,
24,2022-3-17-14:28:26,../QOE/FreezeTest/FreezeType_Reprojection/32B.txt,0,0,0,0,4,5,32,0.028062,0,0.027483,0.073303,0.009604,0.009604,0.000608,0.000608,1,9,Reprojection,,,,,,,,,,,,
24,2022-3-17-14:29:0,../QOE/FreezeTest/FreezeType_Normal/64B.txt,0,1,1,0,1,3,64,0.030077,0.02971,0.040215,0.036921,0.032356,0.018296,0.001678,0.002,1,10,Normal,,,,,,,,,,,,
24,2022-3-17-14:29:34,../QOE/FreezeTest/FreezeType_Reprojection/64B.txt,0,1,1,0,3,4,64,0.021074,0,0.02405,0.057265,0.028472,0.028472,0.001949,0.001949,1,11,Reprojection,,,,,,,,,,,,
24,2022-3-17-14:30:11,../QOE/FreezeTest/FreezeType_Normal/32A.txt,0,0,0,0,3,3,32,0.060805,0.061577,0.099755,0.030576,0.036249,0.012496,0.002997,0.001141,1,12,Normal,,,,,,,,,,,,
24,2022-3-17-14:30:36,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,1,1,0,5,5,2,0.049051,0,0.049047,0.053292,0.021034,0.021034,0.001972,0.001972,1,13,Reprojection,,,,,,,,,,,,
24,2022-3-17-14:31:2,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,1,14,Normal,,,,,,,,,,,,
24,2022-3-17-14:31:24,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,2,2,0,5,5,2,0.034668,0.033284,0.0296,0.029871,0.022779,0.018877,0.002418,0.002335,1,15,Normal,,,,,,,,,,,,
24,2022-3-17-14:31:52,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,0,0,0,4,4,16,0.036773,0.036281,0.035956,0.026173,0.019398,0.019877,0.001763,0.002476,1,16,Normal,,,,,,,,,,,,
25,2022-3-17-14:46:52,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,2,2,0,5,5,1,0.040501,0,0.039897,0.041049,0.040938,0.040938,0.0042,0.0042,1,1,Reprojection,,,,,,,,,,,,
25,2022-3-17-14:47:51,../QOE/FreezeTest/FreezeType_Reprojection/04B.txt,0,1,1,0,5,5,4,0.051244,0,0.049425,0.060723,0.035209,0.035209,0.00235,0.00235,1,2,Reprojection,,,,,,,,,,,,
25,2022-3-17-14:48:46,../QOE/FreezeTest/FreezeType_Reprojection/64A.txt,0,0,0,0,3,3,64,0.033749,0,0.033242,0.029349,0.028722,0.028722,0.000198,0.000198,1,3,Reprojection,,,,,,,,,,,,
25,2022-3-17-14:49:18,../QOE/FreezeTest/FreezeType_Normal/01A.txt,0,2,2,0,5,3,1,0.061417,0.055445,0.072956,0.048529,0.016379,0.01611,0.003107,0.003054,1,4,Normal,,,,,,,,,,,,
25,2022-3-17-14:49:47,../QOE/FreezeTest/FreezeType_Normal/04B.txt,0,2,2,0,5,3,4,0.021859,0.02168,0.024346,0.018971,0.055137,0.051927,0.001199,0.001476,1,5,Normal,,,,,,,,,,,,
25,2022-3-17-14:50:14,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,0,0,0,5,3,2,0.010777,0,0.013279,0.030456,0.00532,0.00532,0.000821,0.000821,1,6,Reprojection,,,,,,,,,,,,
25,2022-3-17-14:50:42,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,0,0,0,4,3,2,0.031661,0.031002,0.028532,0.025696,0.037654,0.036888,0.003192,0.003016,1,7,Normal,,,,,,,,,,,,
25,2022-3-17-14:51:17,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,1,1,0,5,3,8,0.057483,0.056474,0.071891,0.058052,0.03113,0.031215,0.003078,0.003244,1,8,Normal,,,,,,,,,,,,
25,2022-3-17-14:51:43,../QOE/FreezeTest/FreezeType_Reprojection/32A.txt,0,0,0,0,3,3,32,0.032365,0,0.047306,0.073941,0.005808,0.005808,0.000837,0.000837,1,9,Reprojection,,,,,,,,,,,,
25,2022-3-17-14:52:10,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,1,1,0,5,3,0,0,0,0,0,0,0,0,0,1,10,Reprojection,,,,,,,,,,,,
25,2022-3-17-14:52:38,../QOE/FreezeTest/FreezeType_Reprojection/08A.txt,0,2,2,0,4,3,8,0.018497,0,0.010555,0.042952,0.002883,0.002883,0.0006,0.0006,1,11,Reprojection,,,,,,,,,,,,
25,2022-3-17-14:53:5,../QOE/FreezeTest/FreezeType_Reprojection/16A.txt,0,1,1,0,3,3,16,0.039905,0,0.040216,0.059829,0.019761,0.019761,0.002896,0.002896,1,12,Reprojection,,,,,,,,,,,,
25,2022-3-17-14:53:26,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,0,0,0,5,4,16,0.034872,0.036985,0.042612,0.036101,0.025893,0.0279,0.002425,0.002194,1,13,Normal,,,,,,,,,,,,
25,2022-3-17-14:53:50,../QOE/FreezeTest/FreezeType_Normal/64A.txt,0,2,2,0,1,3,64,0.036672,0.039137,0.072295,0.012966,0.014966,0.003844,0.002105,0.001581,1,14,Normal,,,,,,,,,,,,
25,2022-3-17-14:54:11,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,2,2,0,5,3,0,0,0,0,0,0,0,0,0,1,15,Normal,,,,,,,,,,,,
25,2022-3-17-14:54:34,../QOE/FreezeTest/FreezeType_Normal/32A.txt,0,1,1,0,1,4,32,0.011577,0.012145,0.051084,0.014723,0.00396,0.006209,0.000738,0.001179,1,16,Normal,,,,,,,,,,,,
26,2022-3-17-15:0:45,../QOE/FreezeTest/FreezeType_Normal/32A.txt,0,1,1,0,3,3,32,0.002942,0.004197,0.034887,0.040789,0.002429,0.032903,0.000719,0.004044,1,1,Normal,,,,,,,,,,,,
26,2022-3-17-15:1:17,../QOE/FreezeTest/FreezeType_Reprojection/01B.txt,0,0,0,0,4,2,1,0.020902,0,0.022814,0.023191,0.016125,0.016125,0.003349,0.003349,1,2,Reprojection,,,,,,,,,,,,
26,2022-3-17-15:1:49,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,2,2,0,4,3,2,0.021884,0.020887,0.022179,0.012362,0.011237,0.007704,0.001679,0.001327,1,3,Normal,,,,,,,,,,,,
26,2022-3-17-15:2:26,../QOE/FreezeTest/FreezeType_Reprojection/32B.txt,0,0,0,0,4,4,32,0.028264,0,0.027951,0.026947,0.016832,0.016832,0.001836,0.001836,1,4,Reprojection,,,,,,,,,,,,
26,2022-3-17-15:2:54,../QOE/FreezeTest/FreezeType_Normal/08B.txt,0,0,0,0,3,3,8,0.03389,0.032897,0.048424,0.033509,0.016534,0.016577,0.00126,0.00143,1,5,Normal,,,,,,,,,,,,
26,2022-3-17-15:3:24,../QOE/FreezeTest/FreezeType_Reprojection/64A.txt,0,1,1,0,3,3,64,0.037097,0,0.040282,0.057408,0.028469,0.028469,0.001577,0.001577,1,6,Reprojection,,,,,,,,,,,,
26,2022-3-17-15:3:48,../QOE/FreezeTest/FreezeType_Normal/01B.txt,0,0,0,0,4,3,1,0.049322,0.052016,0.073038,0.055464,0.03926,0.037258,0.005334,0.005338,1,7,Normal,,,,,,,,,,,,
26,2022-3-17-15:4:19,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,1,8,Normal,,,,,,,,,,,,
26,2022-3-17-15:4:52,../QOE/FreezeTest/FreezeType_Normal/64A.txt,0,0,0,0,2,3,64,0.014865,0.015676,0.047121,0.02499,0.007681,0.012354,0.001195,0.004016,1,9,Normal,,,,,,,,,,,,
26,2022-3-17-15:5:16,../QOE/FreezeTest/FreezeType_Reprojection/04B.txt,0,1,1,0,3,3,4,0.047452,0,0.052614,0.07669,0.023151,0.023151,0.002455,0.002455,1,10,Reprojection,,,,,,,,,,,,
26,2022-3-17-15:5:43,../QOE/FreezeTest/FreezeType_Reprojection/16B.txt,0,0,0,0,4,3,16,0.028761,0,0.028218,0.05459,0.012551,0.012551,0.00073,0.00073,1,11,Reprojection,,,,,,,,,,,,
26,2022-3-17-15:6:12,../QOE/FreezeTest/FreezeType_Reprojection/08A.txt,0,1,1,0,3,2,8,0.025822,0,0.035727,0.084074,0.007801,0.007801,0.002655,0.002655,1,12,Reprojection,,,,,,,,,,,,
26,2022-3-17-15:6:47,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,1,0,1,3,2,2,0.034744,0,0.032851,0.032538,0.029583,0.029583,0.002917,0.002917,1,13,Reprojection,,,,,,,,,,,,
26,2022-3-17-15:7:12,../QOE/FreezeTest/FreezeType_Normal/04B.txt,0,0,1,-1,3,3,4,0.009687,0.012653,0.041289,0.02694,0.005574,0.010314,0.000831,0.001589,1,14,Normal,,,,,,,,,,,,
26,2022-3-17-15:7:38,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,1,15,Reprojection,,,,,,,,,,,,
26,2022-3-17-15:8:6,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,0,0,0,3,3,16,0.053198,0.052465,0.058465,0.039094,0.022321,0.026085,0.00513,0.002299,1,16,Normal,,,,,,,,,,,,
27,2022-3-17-15:15:50,../QOE/FreezeTest/FreezeType_Reprojection/04A.txt,0,0,0,0,5,5,4,0.039208,0,0.04369,0.046855,0.029593,0.029593,0.002068,0.002068,1,1,Reprojection,,,,,,,,,,,,
27,2022-3-17-15:16:35,../QOE/FreezeTest/FreezeType_Normal/64B.txt,0,2,2,0,3,4,64,0.024796,0.02539,0.071771,0.042955,0.016601,0.011582,0.001422,0.001443,1,2,Normal,,,,,,,,,,,,
27,2022-3-17-15:17:22,../QOE/FreezeTest/FreezeType_Normal/01B.txt,0,2,2,0,5,5,1,0.0265,0.026299,0.031159,0.021097,0.009496,0.008653,0.001629,0.001589,1,3,Normal,,,,,,,,,,,,
27,2022-3-17-15:18:11,../QOE/FreezeTest/FreezeType_Normal/04A.txt,0,1,1,0,5,5,4,0.025889,0.026459,0.029557,0.029406,0.015494,0.015846,0.001673,0.001274,1,4,Normal,,,,,,,,,,,,
27,2022-3-17-15:18:47,../QOE/FreezeTest/FreezeType_Normal/16B.txt,0,2,2,0,3,5,16,0.019046,0.020397,0.083031,0.017763,0.007406,0.006582,0.000649,0.000747,1,5,Normal,,,,,,,,,,,,
27,2022-3-17-15:19:32,../QOE/FreezeTest/FreezeType_Normal/32B.txt,0,2,2,0,3,5,32,0.021394,0.020636,0.023619,0.011227,0.012508,0.008319,0.001939,0.000428,1,6,Normal,,,,,,,,,,,,
27,2022-3-17-15:19:56,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,1,1,0,4,5,8,0.009657,0.009273,0.019347,0.00473,0.005087,0.003275,0.000466,0.000434,1,7,Normal,,,,,,,,,,,,
27,2022-3-17-15:20:17,../QOE/FreezeTest/FreezeType_Reprojection/32A.txt,0,2,1,1,4,5,32,0.021745,0,0.022674,0.022731,0.015892,0.015892,0.001822,0.001822,1,8,Reprojection,,,,,,,,,,,,
27,2022-3-17-15:20:41,../QOE/FreezeTest/FreezeType_Reprojection/08A.txt,0,1,1,0,5,5,8,0.050018,0,0.054436,0.049325,0.025394,0.025394,0.002638,0.002638,1,9,Reprojection,,,,,,,,,,,,
27,2022-3-17-15:21:4,../QOE/FreezeTest/FreezeType_Reprojection/02B.txt,0,1,1,0,5,5,2,0.022644,0,0.022302,0.02553,0.036809,0.036809,0.002068,0.002068,1,10,Reprojection,,,,,,,,,,,,
27,2022-3-17-15:21:26,../QOE/FreezeTest/FreezeType_Reprojection/16B.txt,0,0,0,0,4,5,16,0.027723,0,0.01926,0.038109,0.006584,0.006584,0.001539,0.001539,1,11,Reprojection,,,,,,,,,,,,
27,2022-3-17-15:21:47,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,1,12,Reprojection,,,,,,,,,,,,
27,2022-3-17-15:22:16,../QOE/FreezeTest/FreezeType_Reprojection/64B.txt,0,1,0,1,4,4,64,0.047146,0,0.055168,0.080492,0.025423,0.025423,0.003348,0.003348,1,13,Reprojection,,,,,,,,,,,,
27,2022-3-17-15:22:48,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,1,1,0,4,5,2,0.066757,0.066115,0.097901,0.06368,0.018765,0.018192,0.003511,0.003548,1,14,Normal,,,,,,,,,,,,
27,2022-3-17-15:23:8,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,15,Normal,,,,,,,,,,,,
27,2022-3-17-15:23:29,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,3,3,0,5,5,1,0.049507,0,0.048591,0.048491,0.019556,0.019556,0.003922,0.003922,1,16,Reprojection,,,,,,,,,,,,
28,2022-3-17-15:31:15,../QOE/FreezeTest/FreezeType_Reprojection/16A.txt,0,1,1,0,5,1,16,0.019092,0,0.022489,0.064902,0.00657,0.00657,0.000684,0.000684,1,1,Reprojection,,,,,,,,,,,,
28,2022-3-17-15:32:21,../QOE/FreezeTest/FreezeType_Reprojection/64A.txt,0,0,0,0,5,5,64,0.062192,0,0.069803,0.104149,0.02276,0.02276,0.003506,0.003506,1,2,Reprojection,,,,,,,,,,,,
28,2022-3-17-15:33:22,../QOE/FreezeTest/FreezeType_Reprojection/32A.txt,0,2,1,1,3,5,32,0.01408,0,0.024263,0.058249,0.006544,0.006544,0.001201,0.001201,1,3,Reprojection,,,,,,,,,,,,
28,2022-3-17-15:33:59,../QOE/FreezeTest/FreezeType_Normal/16B.txt,0,1,1,0,2,5,16,0.000443,0.000559,0.039205,0.001504,0.001475,0.000911,0.00042,0.000341,1,4,Normal,,,,,,,,,,,,
28,2022-3-17-15:34:33,../QOE/FreezeTest/FreezeType_Reprojection/02B.txt,0,3,2,1,5,5,2,0.03208,0,0.032091,0.033121,0.049197,0.049197,0.003943,0.003943,1,5,Reprojection,,,,,,,,,,,,
28,2022-3-17-15:35:29,../QOE/FreezeTest/FreezeType_Normal/01B.txt,0,0,2,-2,5,5,1,0.006137,0.005483,0.009296,0.002001,0.002076,0.001811,0.000229,0.000176,1,6,Normal,,,,,,,,,,,,
28,2022-3-17-15:35:56,../QOE/FreezeTest/FreezeType_Normal/04A.txt,0,1,5,-4,5,5,4,0.047271,0.047228,0.059068,0.045323,0.039014,0.032934,0.003746,0.00329,1,7,Normal,,,,,,,,,,,,
28,2022-3-17-15:36:20,../QOE/FreezeTest/FreezeType_Reprojection/04B.txt,0,1,3,-2,5,5,4,0.074139,0,0.078266,0.077871,0.067257,0.067257,0.006669,0.006669,1,8,Reprojection,,,,,,,,,,,,
28,2022-3-17-15:37:38,../QOE/FreezeTest/FreezeType_Normal/64B.txt,0,3,2,1,1,3,64,0.034649,0.034162,0.044497,0.038948,0.02587,0.024774,0.006024,0.002496,1,9,Normal,,,,,,,,,,,,
28,2022-3-17-15:38:9,../QOE/FreezeTest/FreezeType_Reprojection/08B.txt,0,3,4,-1,5,5,8,0.040472,0,0.040888,0.033141,0.021786,0.021786,0.004638,0.004638,1,10,Reprojection,,,,,,,,,,,,
28,2022-3-17-15:38:37,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,11,Reprojection,,,,,,,,,,,,
28,2022-3-17-15:39:5,../QOE/FreezeTest/FreezeType_Normal/32A.txt,0,0,0,0,1,5,32,0.036208,0.036574,0.060864,0.048117,0.036454,0.025187,0.005132,0.001153,1,12,Normal,,,,,,,,,,,,
28,2022-3-17-15:39:27,../QOE/FreezeTest/FreezeType_Normal/02A.txt,0,3,3,0,5,5,2,0.023348,0.019395,0.035464,0.005439,0.005515,0.004482,0.001003,0.000739,1,13,Normal,,,,,,,,,,,,
28,2022-3-17-15:39:48,../QOE/FreezeTest/FreezeType_Reprojection/01B.txt,0,1,1,0,5,5,1,0.023325,0,0.029552,0.03296,0.011575,0.011575,0.002709,0.002709,1,14,Reprojection,,,,,,,,,,,,
28,2022-3-17-15:40:9,../QOE/FreezeTest/FreezeType_Normal/08B.txt,0,3,3,0,3,5,8,0.037245,0.036583,0.072748,0.017457,0.012382,0.00817,0.005451,0.005113,1,15,Normal,,,,,,,,,,,,
28,2022-3-17-15:40:31,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,0,1,-1,5,5,0,0,0,0,0,0,0,0,0,1,16,Normal,,,,,,,,,,,,
29,2022-3-17-15:53:2,../QOE/FreezeTest/FreezeType_Reprojection/16A.txt,0,3,3,0,5,5,16,0.074338,0,0.076453,0.086607,0.068067,0.068067,0.007631,0.007631,1,1,Reprojection,,,,,,,,,,,,
29,2022-3-17-15:53:32,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,3,3,0,5,4,1,0.026153,0,0.026939,0.027854,0.036278,0.036278,0.0021,0.0021,1,2,Reprojection,,,,,,,,,,,,
29,2022-3-17-15:53:58,../QOE/FreezeTest/FreezeType_Reprojection/32B.txt,0,1,1,0,4,5,32,0.032718,0,0.030924,0.09236,0.010098,0.010098,0.000354,0.000354,1,3,Reprojection,,,,,,,,,,,,
29,2022-3-17-15:54:22,../QOE/FreezeTest/FreezeType_Normal/08B.txt,0,1,1,0,4,5,8,0.022705,0.022208,0.074872,0.012986,0.007412,0.004758,0.000562,0.000443,1,4,Normal,,,,,,,,,,,,
29,2022-3-17-15:54:44,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,1,1,0,5,5,2,0.015706,0.021956,0.064974,0.05426,0.009866,0.016726,0.001322,0.002187,1,5,Normal,,,,,,,,,,,,
29,2022-3-17-15:55:12,../QOE/FreezeTest/FreezeType_Reprojection/64B.txt,0,1,1,0,2,5,64,0.059511,0,0.059242,0.073573,0.023167,0.023167,0.002883,0.002883,1,6,Reprojection,,,,,,,,,,,,
29,2022-3-17-15:55:34,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,2,2,0,5,4,2,0.063656,0,0.061791,0.06428,0.044597,0.044597,0.002866,0.002866,1,7,Reprojection,,,,,,,,,,,,
29,2022-3-17-15:55:57,../QOE/FreezeTest/FreezeType_Reprojection/04A.txt,0,1,1,0,5,4,4,0.063749,0,0.062497,0.101162,0.033262,0.033262,0.001998,0.001998,1,8,Reprojection,,,,,,,,,,,,
29,2022-3-17-15:56:21,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,9,Normal,,,,,,,,,,,,
29,2022-3-17-15:56:42,../QOE/FreezeTest/FreezeType_Normal/64A.txt,0,1,1,0,1,4,64,0.024192,0.024252,0.044479,0.021187,0.01179,0.008832,0.001689,0.001609,1,10,Normal,,,,,,,,,,,,
29,2022-3-17-15:57:3,../QOE/FreezeTest/FreezeType_Normal/04A.txt,0,1,1,0,5,5,4,0.027848,0.028367,0.025308,0.027142,0.021158,0.015811,0.002966,0.002194,1,11,Normal,,,,,,,,,,,,
29,2022-3-17-15:57:24,../QOE/FreezeTest/FreezeType_Normal/01B.txt,0,1,1,0,3,3,1,0.058872,0.059176,0.072579,0.058151,0.021413,0.02018,0.001029,0.000886,1,12,Normal,,,,,,,,,,,,
29,2022-3-17-15:57:44,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,1,1,0,5,3,0,0,0,0,0,0,0,0,0,1,13,Reprojection,,,,,,,,,,,,
29,2022-3-17-15:58:7,../QOE/FreezeTest/FreezeType_Normal/32A.txt,0,2,2,0,2,2,32,0.035272,0.035321,0.04643,0.040262,0.042156,0.046026,0.002218,0.000976,1,14,Normal,,,,,,,,,,,,
29,2022-3-17-15:58:26,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,0,0,0,2,3,16,0.043326,0.042921,0.049187,0.054897,0.041121,0.027617,0.004423,0.003158,1,15,Normal,,,,,,,,,,,,
29,2022-3-17-15:58:49,../QOE/FreezeTest/FreezeType_Reprojection/08A.txt,0,3,3,0,5,3,8,0.063462,0,0.061887,0.066101,0.051897,0.051897,0.005016,0.005016,1,16,Reprojection,,,,,,,,,,,,
